interaction,ligand,receptor,type,classification,source
WNT1->-LRP5_FZD5,WNT1,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP5_FZD6,WNT1,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP5_FZD7,WNT1,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP5_FZD8,WNT1,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP5_FZD9,WNT1,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP6_FZD1,WNT1,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP6_FZD10,WNT1,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP6_FZD2,WNT1,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP6_FZD3,WNT1,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP6_FZD4,WNT1,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP6_FZD5,WNT1,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP6_FZD6,WNT1,LRP6_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP6_FZD7,WNT1,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP6_FZD8,WNT1,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-LRP6_FZD9,WNT1,LRP6_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT1->-RYK_FZD8,WNT1,RYK_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT10A->-LRP5_FZD1,WNT10A,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT10A->-LRP5_FZD5,WNT10A,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT10A->-LRP5_FZD7,WNT10A,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT10A->-LRP5_FZD8,WNT10A,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT10A->-LRP6_FZD1,WNT10A,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT10A->-LRP6_FZD5,WNT10A,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT10A->-LRP6_FZD7,WNT10A,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT10A->-LRP6_FZD8,WNT10A,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP5_FZD1,WNT11,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP5_FZD10,WNT11,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP5_FZD2,WNT11,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP5_FZD3,WNT11,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP5_FZD4,WNT11,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP5_FZD5,WNT11,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP5_FZD6,WNT11,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP5_FZD7,WNT11,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP5_FZD8,WNT11,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP5_FZD9,WNT11,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP6_FZD1,WNT11,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP6_FZD10,WNT11,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP6_FZD2,WNT11,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP6_FZD3,WNT11,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP6_FZD4,WNT11,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP6_FZD5,WNT11,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP6_FZD6,WNT11,LRP6_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP6_FZD7,WNT11,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP6_FZD8,WNT11,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT11->-LRP6_FZD9,WNT11,LRP6_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP5_FZD1,WNT16,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP5_FZD10,WNT16,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP5_FZD2,WNT16,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP5_FZD3,WNT16,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP5_FZD4,WNT16,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP5_FZD5,WNT16,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP5_FZD6,WNT16,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP5_FZD7,WNT16,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP5_FZD8,WNT16,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP5_FZD9,WNT16,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP6_FZD1,WNT16,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP6_FZD10,WNT16,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP6_FZD2,WNT16,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP6_FZD3,WNT16,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP6_FZD4,WNT16,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP6_FZD5,WNT16,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP6_FZD6,WNT16,LRP6_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP6_FZD7,WNT16,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP6_FZD8,WNT16,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT16->-LRP6_FZD9,WNT16,LRP6_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP5_FZD1,WNT2,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP5_FZD10,WNT2,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP5_FZD2,WNT2,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP5_FZD3,WNT2,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP5_FZD4,WNT2,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP5_FZD5,WNT2,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP5_FZD6,WNT2,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP5_FZD7,WNT2,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP5_FZD8,WNT2,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP5_FZD9,WNT2,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP6_FZD1,WNT2,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP6_FZD10,WNT2,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP6_FZD2,WNT2,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP6_FZD3,WNT2,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP6_FZD4,WNT2,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP6_FZD5,WNT2,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP6_FZD6,WNT2,LRP6_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP6_FZD7,WNT2,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP6_FZD8,WNT2,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2->-LRP6_FZD9,WNT2,LRP6_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP5_FZD1,WNT2B,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP5_FZD10,WNT2B,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP5_FZD2,WNT2B,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP5_FZD3,WNT2B,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP5_FZD4,WNT2B,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP5_FZD5,WNT2B,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP5_FZD6,WNT2B,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP5_FZD7,WNT2B,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP5_FZD8,WNT2B,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP5_FZD9,WNT2B,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP6_FZD1,WNT2B,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP6_FZD10,WNT2B,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP6_FZD2,WNT2B,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP6_FZD3,WNT2B,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP6_FZD4,WNT2B,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP6_FZD5,WNT2B,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP6_FZD6,WNT2B,LRP6_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP6_FZD7,WNT2B,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP6_FZD8,WNT2B,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT2B->-LRP6_FZD9,WNT2B,LRP6_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP5_FZD1,WNT3,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP5_FZD10,WNT3,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP5_FZD2,WNT3,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP5_FZD3,WNT3,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP5_FZD4,WNT3,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP5_FZD5,WNT3,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP5_FZD6,WNT3,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP5_FZD7,WNT3,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP5_FZD8,WNT3,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP5_FZD9,WNT3,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP6_FZD1,WNT3,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP6_FZD10,WNT3,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP6_FZD2,WNT3,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP6_FZD3,WNT3,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP6_FZD4,WNT3,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP6_FZD5,WNT3,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP6_FZD6,WNT3,LRP6_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP6_FZD7,WNT3,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP6_FZD8,WNT3,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-LRP6_FZD9,WNT3,LRP6_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3->-RYK_FZD8,WNT3,RYK_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP5_FZD1,WNT3A,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP5_FZD10,WNT3A,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP5_FZD2,WNT3A,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP5_FZD3,WNT3A,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP5_FZD4,WNT3A,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP5_FZD5,WNT3A,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP5_FZD6,WNT3A,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP5_FZD7,WNT3A,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP5_FZD8,WNT3A,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP5_FZD9,WNT3A,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP6_FZD1,WNT3A,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP6_FZD10,WNT3A,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP6_FZD2,WNT3A,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP6_FZD3,WNT3A,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP6_FZD4,WNT3A,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP6_FZD5,WNT3A,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP6_FZD6,WNT3A,LRP6_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP6_FZD7,WNT3A,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP6_FZD8,WNT3A,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-LRP6_FZD9,WNT3A,LRP6_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT3A->-RYK_FZD8,WNT3A,RYK_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP5_FZD1,WNT4,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP5_FZD10,WNT4,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP5_FZD2,WNT4,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP5_FZD3,WNT4,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP5_FZD4,WNT4,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP5_FZD5,WNT4,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP5_FZD6,WNT4,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP5_FZD7,WNT4,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP5_FZD8,WNT4,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP5_FZD9,WNT4,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP6_FZD1,WNT4,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP6_FZD10,WNT4,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP6_FZD2,WNT4,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP6_FZD3,WNT4,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP6_FZD4,WNT4,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP6_FZD5,WNT4,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP6_FZD6,WNT4,LRP6_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP6_FZD7,WNT4,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP6_FZD8,WNT4,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT4->-LRP6_FZD9,WNT4,LRP6_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP5_FZD10,WNT5A,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP5_FZD2,WNT5A,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP5_FZD3,WNT5A,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP5_FZD4,WNT5A,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP5_FZD5,WNT5A,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP5_FZD6,WNT5A,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP5_FZD7,WNT5A,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP5_FZD8,WNT5A,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP5_FZD9,WNT5A,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP6_FZD10,WNT5A,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP6_FZD2,WNT5A,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP6_FZD3,WNT5A,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP6_FZD4,WNT5A,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP6_FZD5,WNT5A,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP6_FZD6,WNT5A,LRP6_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP6_FZD7,WNT5A,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP6_FZD8,WNT5A,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-LRP6_FZD9,WNT5A,LRP6_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-ROR1,WNT5A,ROR1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-ROR2,WNT5A,ROR2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5A->-RYK_FZD8,WNT5A,RYK_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP5_FZD1,WNT5B,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP5_FZD10,WNT5B,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP5_FZD2,WNT5B,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP5_FZD3,WNT5B,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP5_FZD4,WNT5B,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP5_FZD5,WNT5B,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP5_FZD6,WNT5B,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP5_FZD7,WNT5B,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP5_FZD8,WNT5B,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP5_FZD9,WNT5B,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP6_FZD1,WNT5B,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP6_FZD10,WNT5B,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP6_FZD2,WNT5B,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP6_FZD3,WNT5B,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP6_FZD4,WNT5B,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP6_FZD5,WNT5B,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP6_FZD6,WNT5B,LRP6_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP6_FZD7,WNT5B,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP6_FZD8,WNT5B,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT5B->-LRP6_FZD9,WNT5B,LRP6_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP5_FZD1,WNT6,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP5_FZD10,WNT6,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP5_FZD2,WNT6,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP5_FZD3,WNT6,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP5_FZD4,WNT6,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP5_FZD5,WNT6,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP5_FZD6,WNT6,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP5_FZD7,WNT6,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP5_FZD8,WNT6,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP5_FZD9,WNT6,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP6_FZD1,WNT6,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP6_FZD10,WNT6,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP6_FZD2,WNT6,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP6_FZD3,WNT6,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP6_FZD4,WNT6,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP6_FZD5,WNT6,LRP6_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP6_FZD6,WNT6,LRP6_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP6_FZD7,WNT6,LRP6_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP6_FZD8,WNT6,LRP6_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT6->-LRP6_FZD9,WNT6,LRP6_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP5_FZD1,WNT7A,LRP5_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP5_FZD10,WNT7A,LRP5_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP5_FZD2,WNT7A,LRP5_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP5_FZD3,WNT7A,LRP5_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP5_FZD4,WNT7A,LRP5_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP5_FZD5,WNT7A,LRP5_FZD5,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP5_FZD6,WNT7A,LRP5_FZD6,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP5_FZD7,WNT7A,LRP5_FZD7,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP5_FZD8,WNT7A,LRP5_FZD8,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP5_FZD9,WNT7A,LRP5_FZD9,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP6_FZD1,WNT7A,LRP6_FZD1,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP6_FZD10,WNT7A,LRP6_FZD10,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP6_FZD2,WNT7A,LRP6_FZD2,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP6_FZD3,WNT7A,LRP6_FZD3,diffusion,Signaling by WNT,CellPhoneDB-v5
WNT7A->-LRP6_FZD4,WNT7A,LRP6_FZD4,diffusion,Signaling by WNT,CellPhoneDB-v5
